mes,fila,DD,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
mes_08,27,28,60,65,73,82,91,97,100,100,97,92,84,77,70,64,61,61,62,64,65,65,65,64,60,58
mes_08,28,29,57,59,63,72,82,90,96,98,98,95,89,81,74,67,61,59,60,62,64,65,66,65,62,59
mes_08,29,30,57,56,57,62,72,81,89,94,96,95,91,84,77,70,62,58,59,63,66,67,68,67,65,61
mes_08,30,31,58,55,53,54,61,72,81,88,92,93,91,86,79,72,65,59,58,63,68,72,73,72,69,65
mes_09,0,1,60,56,52,50,52,61,72,81,87,90,90,86,80,73,66,60,57,61,70,76,80,80,77,72
mes_09,1,2,66,59,53,49,47,50,61,72,81,87,89,87,82,75,67,61,57,58,66,77,84,88,87,83
mes_09,2,3,75,67,59,51,46,44,49,61,72,81,87,88,85,78,70,63,58,56,61,72,84,92,96,95
mes_09,3,4,89,80,69,59,50,44,43,49,61,72,80,85,86,82,74,67,60,56,57,64,77,90,99,103
mes_09,4,5,101,95,85,73,62,52,45,43,49,60,70,78,82,82,78,71,65,60,57,59,67,81,94,103
mes_09,5,6,107,107,101,91,79,67,56,47,44,49,58,66,74,78,78,74,69,64,59,57,59,68,82,95
mes_09,6,7,105,111,111,106,97,87,74,61,51,47,49,56,62,68,72,72,70,67,63,59,56,59,68,81
mes_09,7,8,93,105,113,115,112,105,94,81,67,55,50,50,53,57,63,67,68,67,65,61,57,54,57,65
mes_09,8,9,78,91,104,114,118,116,111,101,87,72,60,52,49,50,55,60,64,65,65,63,58,54,51,54
mes_09,9,10,61,73,88,103,114,119,119,115,104,90,75,62,53,49,50,54,60,64,65,65,62,56,51,48
mes_09,10,11,50,57,69,85,101,112,119,120,115,104,90,76,62,52,49,51,57,63,67,68,67,61,54,49
mes_09,11,12,45,46,53,66,82,98,109,116,117,111,100,87,73,60,51,51,55,63,69,73,73,70,63,55
mes_09,12,13,49,44,43,51,64,80,95,106,112,111,105,94,81,67,56,51,54,61,70,76,80,79,74,66
mes_09,13,14,58,50,44,43,51,63,78,91,101,106,104,97,86,73,61,52,52,58,67,77,84,87,85,79
mes_09,14,15,71,61,52,46,46,53,64,77,89,97,99,96,88,77,64,55,50,54,63,74,84,90,92,89
mes_09,15,16,84,75,65,56,50,50,57,66,77,87,92,93,88,79,68,57,51,51,58,68,79,89,94,95
mes_09,16,17,93,87,78,68,60,55,56,62,69,79,85,88,86,80,70,60,53,50,54,63,74,85,93,97
mes_09,17,18,97,94,87,79,71,64,61,62,67,73,80,83,84,80,72,63,55,51,52,58,69,79,89,95
mes_09,18,19,98,97,93,86,79,73,68,66,68,72,76,79,81,79,73,65,58,53,52,55,63,75,84,92
mes_09,19,20,97,99,96,91,85,79,73,70,69,72,74,76,78,77,73,66,60,54,52,53,59,69,80,88
mes_09,20,21,96,99,99,96,90,84,78,74,71,71,73,74,74,74,72,67,61,56,52,51,54,62,73,83
mes_09,21,22,92,98,101,100,95,90,84,78,73,71,71,72,71,70,69,66,61,57,53,51,51,55,64,76
mes_09,22,23,85,94,101,103,101,96,91,84,78,73,71,69,68,66,65,64,61,57,54,51,49,51,57,66
mes_09,23,24,76,86,95,102,103,101,98,92,85,78,72,69,66,63,62,61,60,57,55,53,50,49,51,57
mes_09,24,25,65,76,86,96,101,103,102,98,92,84,77,71,65,62,60,59,59,58,57,55,53,50,50,52
mes_09,25,26,57,65,75,86,95,100,102,101,97,90,83,75,68,62,60,59,60,60,59,58,57,54,51,51
mes_09,26,27,52,56,64,75,86,94,98,100,99,94,87,80,72,64,60,61,63,64,64,64,62,59,55,53
mes_09,27,28,52,52,55,64,76,86,93,97,97,95,89,82,75,67,61,60,65,69,71,72,70,67,62,58
mes_09,28,29,54,51,50,54,65,76,85,92,95,94,90,84,76,69,62,59,63,71,77,81,81,78,72,66
mes_09,29,30,60,54,50,49,54,65,77,85,91,93,90,85,78,70,62,58,59,68,79,86,90,90,85,77
mes_10,0,1,70,61,54,48,48,54,65,76,85,90,90,86,80,72,64,57,56,61,73,86,95,99,98,92
mes_10,1,2,83,73,63,54,48,47,53,64,75,83,87,86,82,74,66,59,54,56,64,78,92,102,106,104
mes_10,2,3,98,89,78,66,56,48,47,52,63,72,79,82,81,76,69,61,56,53,56,66,81,95,105,110
mes_10,3,4,109,104,94,83,70,59,50,47,52,60,67,73,75,75,70,64,58,54,52,56,67,82,96,107
mes_10,4,5,113,114,109,100,89,76,63,53,48,51,56,61,66,69,68,64,60,55,52,51,55,66,81,94
mes_10,5,6,106,114,117,113,106,95,82,68,56,50,50,53,56,60,63,62,60,57,53,49,48,53,64,77
mes_10,6,7,91,105,115,119,117,111,101,87,72,59,52,50,50,53,57,59,59,57,55,51,47,46,50,60
mes_10,7,8,73,88,104,114,119,119,114,103,89,74,62,53,49,49,52,56,58,59,58,54,49,45,44,47
mes_10,8,9,56,70,86,102,113,118,119,114,103,89,75,61,52,49,50,55,59,62,62,60,55,49,45,43
mes_10,9,10,45,54,68,85,99,110,116,116,110,99,86,72,59,52,51,55,61,65,68,68,65,59,52,47
mes_10,10,11,44,45,54,68,83,97,107,112,111,104,93,80,67,56,52,54,61,68,74,77,76,71,65,58
mes_10,11,12,51,46,48,56,69,82,94,103,106,104,96,85,72,60,52,53,59,67,76,82,85,83,78,72
mes_10,12,13,64,56,51,53,60,70,82,92,99,100,96,87,76,64,54,51,55,64,74,84,90,92,90,85
mes_10,13,14,78,69,61,57,59,65,73,83,90,94,93,88,78,67,56,50,51,59,69,81,90,96,96,95
mes_10,14,15,89,82,73,66,63,65,69,76,84,89,89,86,79,69,58,50,49,54,64,75,87,95,99,99
mes_10,15,16,97,91,83,75,70,68,70,73,79,84,86,84,79,71,60,51,48,50,58,70,81,92,98,101
mes_10,16,17,100,96,89,82,76,72,71,73,77,81,83,82,78,71,62,53,47,47,53,63,76,87,96,100
mes_10,17,18,101,99,94,86,80,75,73,73,76,78,80,79,76,71,63,54,47,45,48,56,69,81,92,99
mes_10,18,19,102,101,97,91,84,78,74,72,74,76,76,76,73,69,62,54,47,43,44,49,60,74,86,95
mes_10,19,20,101,103,101,96,89,82,77,73,72,73,73,72,70,66,61,54,48,42,41,43,51,63,77,88
mes_10,20,21,97,103,104,101,96,89,82,76,73,71,71,69,66,63,59,54,48,43,40,39,43,52,65,78
mes_10,21,22,89,99,104,105,102,97,90,83,77,73,70,68,64,61,58,54,49,44,41,39,39,44,54,66
mes_10,22,23,78,90,99,105,105,102,98,91,84,77,72,67,64,61,58,55,51,47,44,41,39,40,46,54
mes_10,23,24,66,79,91,100,104,105,103,98,91,83,76,70,65,62,60,59,56,52,49,46,42,41,42,47
mes_10,24,25,55,67,80,92,100,104,104,102,96,89,81,74,67,63,63,63,63,61,58,54,49,45,44,45
mes_10,25,26,48,56,68,82,93,100,103,103,99,93,85,77,69,64,64,67,70,70,69,65,60,54,50,47
mes_10,26,27,46,49,57,70,83,93,100,102,100,95,88,80,71,64,62,66,73,78,80,78,74,67,60,55
mes_10,27,28,50,48,50,59,72,84,93,99,100,96,90,82,73,65,60,62,70,80,87,90,88,82,75,67
mes_10,28,29,59,53,49,51,60,72,83,92,97,96,92,85,76,66,59,57,63,75,86,95,98,96,90,82
mes_10,29,30,73,63,55,50,51,59,71,81,89,92,91,86,78,69,60,54,56,64,78,91,101,105,103,97
mes_10,30,31,89,78,67,58,52,52,58,68,77,84,86,84,79,71,62,54,51,54,64,80,94,104,109,109
mes_11,0,1,104,95,84,72,61,54,52,57,65,72,77,78,77,71,63,56,50,48,52,64,80,94,105,111
mes_11,1,2,113,109,101,89,77,65,56,52,56,61,66,69,71,69,64,57,50,46,45,49,62,77,92,104
mes_11,2,3,112,116,113,105,95,82,69,58,53,54,57,60,63,64,62,57,51,46,42,41,46,59,74,89
mes_11,3,4,103,113,117,115,109,99,86,72,60,55,53,54,56,59,59,57,53,48,43,39,38,43,55,70
mes_11,4,5,86,101,112,117,117,111,102,88,74,62,55,53,52,55,57,58,56,52,48,42,37,36,41,52
mes_11,5,6,67,84,100,111,116,116,111,101,88,74,62,55,52,54,57,59,60,58,55,49,43,38,37,41
mes_11,6,7,52,66,83,98,109,114,114,108,98,86,72,61,55,54,57,62,65,65,64,60,54,48,43,40
mes_11,7,8,44,54,68,84,97,106,110,110,103,93,81,68,58,55,57,62,68,72,73,72,67,61,55,49
mes_11,8,9,46,49,58,71,84,95,103,106,104,96,86,74,63,56,56,61,68,75,80,81,80,75,70,63
mes_11,9,10,56,53,56,64,74,85,94,100,100,97,89,78,66,57,55,59,66,75,82,88,89,87,83,77
mes_11,10,11,70,63,61,64,70,78,86,93,96,94,89,80,69,59,53,55,62,71,81,89,93,94,93,88
mes_11,11,12,82,75,69,68,70,74,81,88,91,91,88,82,71,61,53,52,57,66,77,87,94,97,97,95
mes_11,12,13,90,84,77,73,73,75,78,84,88,89,86,81,73,62,53,50,53,61,71,83,92,98,99,99
mes_11,13,14,95,89,82,77,75,75,77,80,84,86,84,80,73,63,54,48,48,54,65,77,88,96,100,100
mes_11,14,15,98,93,86,79,76,74,76,78,81,83,81,78,72,64,54,46,44,48,57,70,82,92,99,101
mes_11,15,16,100,96,89,82,77,74,73,75,77,78,78,75,70,63,54,45,41,42,49,60,74,86,95,100
mes_11,16,17,102,99,94,86,79,75,72,72,74,75,74,71,66,60,53,45,39,37,41,49,63,77,88,97
mes_11,17,18,101,102,98,92,85,79,74,72,71,72,71,67,63,58,51,44,38,35,35,40,51,65,79,90
mes_11,18,19,98,103,102,98,92,86,79,75,72,71,70,66,62,57,51,44,38,34,32,34,41,52,66,80
mes_11,19,20,91,100,104,103,99,93,87,81,75,72,70,68,63,59,54,48,41,36,33,32,34,42,53,68
mes_11,20,21,81,93,101,105,103,100,94,88,81,76,71,69,66,63,59,54,48,42,37,34,33,36,43,55
mes_11,21,22,70,83,95,103,106,104,100,94,87,80,74,70,68,67,66,64,59,53,46,41,37,36,38,45
mes_11,22,23,57,72,87,98,105,106,104,99,92,85,77,71,68,69,71,72,71,67,60,53,47,42,40,41
mes_11,23,24,48,60,75,89,100,105,106,103,97,89,81,72,67,66,71,76,80,80,76,70,62,54,48,45
mes_11,24,25,45,50,63,78,91,100,105,105,100,93,84,75,66,63,66,74,82,88,89,86,79,70,62,55
mes_11,25,26,49,48,53,65,78,90,99,102,101,95,88,78,68,60,59,66,77,87,95,97,95,88,79,70
mes_11,26,27,61,54,51,55,65,77,88,95,98,95,89,81,70,61,55,56,65,78,91,100,103,101,96,87
mes_11,27,28,77,67,58,54,56,64,74,84,90,91,88,82,73,62,54,50,53,64,78,93,103,107,107,102
mes_11,28,29,94,83,72,63,57,56,62,71,79,83,83,80,74,64,54,48,45,49,61,77,92,103,109,111
mes_11,29,30,108,100,88,77,66,58,56,61,67,73,75,75,72,65,56,47,42,40,44,58,74,90,102,110
mes_12,0,1,114,111,103,93,81,69,60,57,60,64,67,69,69,65,57,49,42,36,35,40,54,70,86,100
mes_12,1,2,110,115,113,106,96,84,71,61,58,59,61,63,65,64,59,52,44,38,32,31,37,51,67,83
mes_12,2,3,99,110,115,113,107,97,85,72,63,59,59,60,62,63,61,57,50,43,36,31,29,36,49,64
mes_12,3,4,82,97,108,113,112,106,97,85,72,63,60,59,60,63,64,62,58,52,46,38,32,31,37,49
mes_12,4,5,64,81,96,106,110,110,104,95,83,71,63,60,59,62,66,67,66,63,58,51,44,38,36,42
mes_12,5,6,52,66,82,95,103,107,106,100,91,80,69,62,60,61,66,70,72,72,70,65,58,51,46,44
mes_12,6,7,48,58,70,84,94,101,103,102,95,86,75,65,60,60,64,70,76,79,79,77,73,67,60,55
mes_12,7,8,53,57,65,75,85,94,98,99,96,89,79,69,61,59,62,68,76,82,85,86,85,81,75,68
mes_12,8,9,63,62,66,71,79,87,93,96,95,90,82,72,63,58,60,65,73,81,88,91,91,90,86,80
mes_12,9,10,74,70,70,73,77,83,89,92,92,90,83,74,64,58,57,62,69,78,87,93,95,95,93,88
mes_12,10,11,82,77,74,75,77,80,85,89,90,88,83,75,65,57,54,57,65,74,84,92,96,97,96,93
mes_12,11,12,87,81,77,75,76,78,82,86,87,86,82,76,66,57,52,52,58,68,78,88,95,98,98,96
mes_12,12,13,90,84,78,75,74,76,78,81,83,83,80,75,67,57,50,48,52,60,71,82,92,97,99,97
mes_12,13,14,93,87,80,75,72,72,74,77,79,79,76,72,65,57,49,45,45,51,62,75,86,94,98,99
mes_12,14,15,96,91,83,77,72,70,70,73,74,74,72,68,62,56,48,42,40,43,52,64,77,88,95,98
mes_12,15,16,98,94,88,81,75,71,69,70,72,71,69,65,60,53,46,40,37,37,42,52,66,79,89,95
mes_12,16,17,98,97,93,86,80,75,71,69,71,71,68,64,59,53,46,39,35,33,35,42,54,68,81,90
mes_12,17,18,97,99,97,92,86,80,75,72,71,71,70,67,62,56,49,41,35,32,31,34,43,56,70,83
mes_12,18,19,93,99,100,97,92,86,81,76,73,72,72,71,67,62,56,48,41,35,32,32,35,44,58,73
mes_12,19,20,86,96,101,102,98,93,87,81,75,72,72,73,73,71,67,60,52,44,38,34,34,37,46,60
mes_12,20,21,76,89,99,104,103,99,93,86,79,73,70,71,74,76,76,73,67,59,51,44,39,37,40,49
mes_12,21,22,64,79,92,102,105,104,99,92,84,76,70,67,70,76,81,83,82,77,68,60,51,45,42,44
mes_12,22,23,52,67,81,94,102,105,103,97,89,80,71,65,64,69,78,86,91,91,86,78,69,60,52,48
mes_12,23,24,48,56,69,82,93,101,103,100,93,85,75,65,60,61,69,80,90,97,99,95,88,79,69,60
mes_12,24,25,53,53,58,69,80,91,97,98,94,88,78,68,58,54,57,67,80,93,102,105,102,96,87,77
mes_12,25,26,66,59,56,60,68,77,87,91,91,88,81,70,60,52,49,53,65,79,94,104,109,108,103,95
mes_12,26,27,83,72,63,59,60,66,74,82,85,84,80,72,62,51,45,43,48,61,77,93,105,111,112,108
mes_12,27,28,99,88,76,67,60,59,65,72,77,79,78,73,64,53,44,38,37,43,57,74,91,103,111,114
mes_12,28,29,111,102,91,79,68,60,60,64,70,73,74,72,66,57,46,38,32,31,38,53,71,88,101,111
mes_12,29,30,114,111,103,92,80,68,61,61,64,68,70,71,68,61,52,42,34,28,27,35,50,68,85,99
mes_12,30,31,110,113,110,102,92,80,68,62,62,65,67,69,70,66,59,50,41,33,27,26,35,49,66,83
mes_13,0,1,105,98,88,77,67,63,64,66,69,72,72,68,61,53,45,36,30,30,38,51,67,83,96,104
mes_13,1,2,105,102,95,86,76,67,64,64,66,70,73,74,70,65,58,51,43,37,37,44,55,69,83,94
mes_13,2,3,100,101,98,92,83,74,66,63,64,67,72,76,77,74,71,65,59,51,46,46,52,61,73,84
mes_13,3,4,92,96,97,94,88,80,71,64,63,65,69,75,79,81,80,78,73,67,61,56,56,61,68,77
mes_13,4,5,85,91,94,93,90,83,75,67,62,63,66,72,78,83,85,85,84,80,75,69,65,65,69,74
mes_13,5,6,81,87,90,91,90,85,78,69,63,61,63,68,76,83,87,90,90,89,85,79,74,72,72,75
mes_13,6,7,78,83,87,89,88,85,79,71,63,59,60,65,72,80,87,92,93,93,91,86,81,77,75,76
mes_13,7,8,78,81,85,87,87,85,80,72,64,58,57,60,67,76,85,91,95,96,95,91,86,81,77,76
mes_13,8,9,77,78,81,84,85,83,80,74,65,58,54,55,61,70,80,89,94,97,96,94,89,83,78,75
mes_13,9,10,74,75,77,79,81,81,78,74,67,59,53,51,55,63,73,83,91,95,97,96,92,86,80,75
mes_13,10,11,72,71,73,75,76,77,75,71,66,59,53,49,49,54,64,75,85,92,95,96,94,89,83,76
mes_13,11,12,72,69,69,71,72,73,71,68,64,58,52,47,45,48,55,66,77,86,92,95,95,92,86,79
mes_13,12,13,74,69,67,69,71,71,69,66,62,57,51,46,43,43,47,56,68,79,87,92,94,93,89,83
mes_13,13,14,77,72,68,68,70,71,70,66,62,56,50,45,41,39,41,47,57,70,80,88,93,94,91,86
mes_13,14,15,80,75,71,68,70,73,73,70,66,60,53,47,41,38,37,40,47,60,73,83,91,94,94,90
mes_13,15,16,85,79,74,70,69,72,75,75,72,68,61,53,46,40,37,36,40,49,63,76,86,93,96,95
mes_13,16,17,90,84,78,73,69,70,73,78,78,76,72,65,57,49,43,39,38,41,51,65,79,89,96,98
mes_13,17,18,95,89,83,77,71,68,69,74,79,82,82,78,72,63,55,48,43,40,44,54,68,81,91,98
mes_13,18,19,99,95,89,82,75,68,65,67,73,81,85,88,86,80,72,63,55,48,45,47,56,70,82,92
mes_13,19,20,98,98,94,88,80,71,64,61,64,72,82,89,95,94,90,82,73,63,55,50,51,59,70,81
mes_13,20,21,91,96,95,91,85,76,66,58,56,60,71,82,93,100,102,99,92,83,72,61,55,55,60,70
mes_13,21,22,79,88,92,91,87,80,70,60,52,51,56,68,82,96,105,108,106,100,91,79,68,60,58,61
mes_13,22,23,68,77,84,87,86,81,73,62,52,46,45,52,65,81,97,108,113,112,107,97,84,73,64,59
mes_13,23,24,61,67,75,81,83,81,75,66,54,45,39,40,47,62,80,97,109,115,116,111,100,88,76,66
mes_13,24,25,60,61,66,74,79,79,76,69,59,47,38,33,34,43,59,78,96,108,116,117,112,101,89,76
mes_13,25,26,65,59,61,67,74,77,77,73,65,54,42,34,29,29,39,56,76,94,106,114,115,110,99,87
mes_13,26,27,75,64,60,63,69,75,77,76,71,62,51,40,32,26,27,38,55,74,91,104,112,112,106,96
mes_13,27,28,84,73,63,61,65,71,75,77,76,71,62,51,41,33,27,29,39,55,73,89,101,108,107,101
mes_13,28,29,91,81,70,63,62,66,72,76,78,77,72,64,54,45,37,32,33,43,57,73,87,98,103,101
mes_13,29,30,95,87,77,68,62,63,67,72,77,79,79,74,67,60,52,44,39,41,50,61,74,86,95,98
mes_13,30,31,96,90,83,74,66,62,64,68,72,77,80,80,77,73,67,60,53,49,51,57,66,77,86,92
